mode,protocol,msg_count,payload_size,wall_time_sec,throughput_msg_per_sec,build_mean_us,build_std_us,build_p50_us,build_p95_us,build_p99_us,verify_mean_us,verify_std_us,verify_p50_us,verify_p95_us,verify_p99_us,e2e_mean_us,e2e_std_us,e2e_p50_us,e2e_p95_us,e2e_p99_us,repeat_id
local,gmcp_r,1000,256,0.0149,66897.28,6.76,1.76,6.625,6.9191,7.9694,7.65,1.06,7.625,7.833,8.1674,14.41,2.66,14.25,14.792,17.2928,6
local,gmcp_r,1000,256,0.0148,67483.4,6.68,1.56,6.5,6.917,9.7094,7.6,2.23,7.417,7.791,9.0009,14.28,3.21,13.916,14.792,17.5423,7
local,gmcp_r,1000,256,0.0149,67270.42,6.74,2.22,6.5,7.0411,10.2093,7.58,1.68,7.375,7.8361,10.0021,14.32,3.2,13.875,14.959,24.6308,8
local,gmcp_r,1000,256,0.0147,67861.79,6.66,2.79,6.459,6.667,9.1687,7.55,2.12,7.375,7.583,7.9164,14.21,4.16,13.875,14.25,17.0418,9
local,gmcp_r,1000,256,0.0149,66979.05,6.81,2.12,6.5,7.6795,11.2504,7.58,1.31,7.417,7.8361,9.0029,14.38,2.8,13.958,16.0851,21.2504,10
local,gmcp_r,1000,256,0.0149,67133.24,6.72,1.91,6.5,7.2542,10.0004,7.62,2.69,7.416,7.75,9.5482,14.34,3.43,13.875,15.2122,23.2654,11
local,gmcp_r,1000,256,0.0151,66229.18,6.88,3.0,6.5,8.1723,10.3754,7.64,2.91,7.417,7.961,8.843,14.53,4.47,13.917,16.127,19.045,12
local,gmcp_r,1000,256,0.0153,65467.7,7.0,2.48,6.5,9.167,14.4552,7.66,2.37,7.375,7.9581,14.3334,14.67,4.16,13.916,16.7101,31.8125,13
local,gmcp_r,1000,256,0.0148,67716.46,6.69,1.51,6.5,6.8771,9.4203,7.52,1.98,7.375,7.625,9.0017,14.22,2.6,13.875,14.708,24.4592,14
local,gmcp_r,1000,256,0.0149,67096.46,6.82,2.03,6.541,8.627,10.1254,7.53,1.04,7.416,7.875,9.2105,14.35,2.52,13.917,16.459,17.9187,15
local,gmcp_r,1000,256,0.0148,67344.79,6.78,1.63,6.541,8.0976,10.1695,7.54,1.63,7.416,7.791,8.2118,14.32,2.75,13.958,16.291,18.1254,16
local,gmcp_r,1000,256,0.0153,65394.02,6.92,2.49,6.542,7.377,11.89,7.8,2.76,7.417,8.208,12.2983,14.73,4.25,13.958,15.708,35.9516,17
local,gmcp_r,1000,256,0.0149,67326.28,6.7,1.51,6.5,6.916,10.8444,7.63,2.72,7.375,7.7521,10.2941,14.33,3.33,13.875,14.708,29.5574,18
local,gmcp_r,1000,256,0.0153,65257.29,6.98,1.66,6.541,9.377,11.0,7.77,3.77,7.416,8.0021,11.8423,14.75,4.34,13.958,17.2081,33.4378,19
local,gmcp_r,1000,256,0.0148,67352.73,6.78,2.14,6.5,7.3372,9.834,7.51,1.09,7.416,7.75,9.1296,14.29,2.72,13.875,15.9663,18.9648,20
local,gmcp_r,1000,256,0.0149,67089.14,6.79,2.29,6.459,7.4631,10.7305,7.55,1.75,7.375,7.6691,9.9598,14.33,3.51,13.875,15.4223,22.7612,21
local,gmcp_r,1000,256,0.015,66601.92,6.8,1.86,6.459,9.1661,10.0861,7.68,3.5,7.375,7.875,11.5517,14.48,4.33,13.875,16.583,24.4228,22
local,gmcp_r,1000,256,0.0149,67220.49,6.73,1.77,6.5,7.125,9.7143,7.58,1.72,7.375,7.834,8.8351,14.31,2.88,13.875,15.2541,22.8846,23
local,gmcp_r,1000,256,0.0149,67311.93,6.65,1.74,6.459,6.958,9.9212,7.64,2.74,7.417,7.7521,9.0441,14.29,3.44,13.875,14.8771,21.4888,24
local,gmcp_r,1000,256,0.0146,68415.25,6.63,1.44,6.5,6.75,8.8792,7.47,1.2,7.375,7.625,8.166,14.1,2.14,13.875,14.2941,17.8771,25
local,gmcp_r,1000,256,0.015,66718.56,6.85,1.57,6.5,9.2941,10.6678,7.58,2.6,7.375,7.75,8.3376,14.43,3.5,13.875,16.75,19.0162,26
local,gmcp_r,1000,256,0.0148,67547.22,6.73,1.73,6.5,6.959,9.4593,7.53,1.65,7.375,7.708,9.964,14.26,2.95,13.916,14.75,20.2642,27
local,gmcp_r,1000,256,0.0149,67248.74,6.72,3.32,6.5,6.7111,9.8334,7.6,2.54,7.375,7.542,9.3405,14.32,5.17,13.916,14.292,22.2663,28
local,gmcp_r,1000,256,0.0149,67294.75,6.71,1.12,6.541,7.0,9.6304,7.61,2.22,7.375,7.875,10.1279,14.32,2.66,13.917,14.9611,22.5639,29
local,gmcp_r,1000,256,0.0149,66945.05,6.83,3.51,6.5,6.958,15.0229,7.55,1.73,7.416,7.708,8.7508,14.38,4.23,13.917,14.7941,25.4185,30
local,gmcp_r,500,512,0.0085,58751.82,7.79,2.15,7.5,8.2941,11.1827,8.51,1.28,8.375,8.875,10.7933,16.3,3.04,15.875,17.3393,21.2563,1
local,gmcp_r,500,512,0.0085,58969.5,7.69,1.42,7.459,8.1682,10.3722,8.58,2.65,8.375,8.792,9.2939,16.27,3.26,15.834,17.211,24.6009,2
local,gmcp_r,500,512,0.0085,59149.72,7.68,1.4,7.5,7.958,10.4524,8.58,1.6,8.375,8.833,16.0437,16.26,2.26,15.875,16.836,27.0221,3
local,gmcp_r,500,512,0.0083,60026.71,7.58,0.69,7.5,7.833,8.0503,8.44,0.14,8.416,8.75,8.916,16.02,0.74,15.916,16.542,16.8788,4
local,gmcp_r,500,512,0.0083,60039.02,7.57,1.1,7.458,7.792,8.1283,8.45,0.21,8.417,8.666,8.8754,16.02,1.26,15.875,16.4601,17.1728,5
local,gmcp_r,500,512,0.0088,56534.71,8.01,1.97,7.458,10.292,19.0171,8.8,4.17,8.375,8.958,13.5771,16.8,4.73,15.875,19.1271,33.2098,6
local,gmcp_r,500,512,0.0087,57155.65,8.13,2.87,7.541,10.2101,20.687,8.61,1.58,8.417,8.917,13.5595,16.75,3.83,15.958,18.7111,31.5083,7
local,gmcp_r,500,512,0.0087,57457.78,7.97,2.56,7.5,9.6744,19.3825,8.61,2.66,8.375,8.75,11.7327,16.58,4.08,15.875,18.458,31.5662,8
local,gmcp_r,500,512,0.0085,58997.63,7.77,3.25,7.5,7.958,9.0025,8.54,1.38,8.416,8.708,11.1032,16.31,3.92,15.916,16.75,22.8104,9
local,gmcp_r,500,512,0.0087,57799.85,7.91,2.33,7.5205,10.167,10.6471,8.67,3.19,8.416,8.8771,10.0424,16.58,5.29,15.917,18.542,23.859,10
local,gmcp_r,500,512,0.0087,57187.52,7.98,3.06,7.5,9.5934,18.0192,8.75,2.73,8.375,9.1271,17.4566,16.73,5.26,15.917,18.625,30.0928,11
local,gmcp_r,500,512,0.0085,58936.49,7.79,3.95,7.459,7.9601,10.416,8.53,1.37,8.375,8.667,8.9588,16.32,4.85,15.875,16.7961,18.7977,12
local,gmcp_r,500,512,0.0085,58833.62,7.81,2.06,7.459,8.7982,11.2979,8.54,1.77,8.375,8.792,11.6707,16.35,2.94,15.8335,17.4664,28.4107,13
local,gmcp_r,500,512,0.0084,59260.43,7.75,3.73,7.5,7.791,8.65,8.45,1.24,8.333,8.586,9.2579,16.21,4.45,15.833,16.416,25.9374,14
local,gmcp_r,500,512,0.0085,58977.91,7.8,2.72,7.5,9.2931,11.0857,8.51,1.3,8.334,8.625,12.677,16.31,3.7,15.834,17.9191,21.0308,15
local,gmcp_r,500,512,0.0087,57581.02,7.79,2.46,7.458,8.4673,10.8758,8.7,3.06,8.3335,8.875,19.5,16.49,4.48,15.792,17.7982,31.5358,16
local,gmcp_r,500,512,0.0084,59657.57,7.62,1.57,7.458,7.7931,10.3892,8.5,1.47,8.375,8.666,9.4191,16.12,2.83,15.833,16.4611,20.2338,17
local,gmcp_r,500,512,0.0085,58926.36,7.77,2.77,7.458,8.125,11.0004,8.53,1.38,8.375,8.961,10.5067,16.31,3.72,15.833,17.0851,21.0417,18
local,gmcp_r,500,512,0.0084,59265.7,7.63,1.37,7.417,7.917,11.0133,8.6,1.62,8.375,8.75,19.1707,16.23,2.37,15.792,16.9182,30.1317,19
local,gmcp_r,500,512,0.0085,59013.01,7.76,4.99,7.417,7.667,9.5054,8.56,1.65,8.417,8.6271,9.333,16.32,6.27,15.875,16.375,25.9181,20
local,gmcp_r,500,512,0.0098,50957.8,8.96,3.55,7.875,14.75,25.8363,9.82,4.42,8.792,16.7983,24.9433,18.77,6.32,16.791,29.1271,47.6034,21
local,gmcp_r,500,512,0.0083,60414.14,7.49,0.2,7.458,7.75,8.0013,8.47,0.14,8.417,8.708,9.0004,15.96,0.31,15.916,16.4191,17.0004,22
local,gmcp_r,500,512,0.0089,56402.11,8.12,2.57,7.584,10.0504,12.9308,8.83,2.44,8.459,9.291,24.8829,16.95,4.15,16.125,18.8771,34.5422,23
local,gmcp_r,500,512,0.0086,58429.99,7.82,1.86,7.5,8.5441,17.672,8.63,1.46,8.416,9.0441,13.4852,16.45,2.77,15.916,18.1271,30.4278,24
local,gmcp_r,500,512,0.0085,58536.01,7.77,2.18,7.4795,8.0021,15.305,8.65,3.2,8.375,8.792,14.0851,16.42,4.72,15.834,16.8792,29.76,25
local,gmcp_r,500,512,0.0085,58768.22,7.88,3.39,7.459,9.419,10.6267,8.5,1.35,8.375,8.75,9.8423,16.38,4.14,15.833,18.1691,19.3905,26
local,gmcp_r,500,512,0.0086,57877.63,7.93,2.14,7.5,10.0483,11.6977,8.66,2.03,8.416,9.0,13.7113,16.6,3.84,15.916,18.7101,29.3477,27
local,gmcp_r,500,512,0.0085,58732.84,7.72,2.66,7.417,7.961,10.2094,8.64,2.37,8.375,8.8361,15.7683,16.37,3.84,15.833,16.959,28.3074,28
local,gmcp_r,500,512,0.0086,58362.36,7.77,3.45,7.458,7.711,10.9528,8.73,2.58,8.375,8.625,21.1567,16.5,4.85,15.875,16.541,33.0209,29
local,gmcp_r,500,512,0.0088,56989.53,7.98,3.23,7.542,8.5441,12.1303,8.72,1.96,8.417,9.125,16.4573,16.7,4.46,15.959,18.0042,35.5733,30
local,gmcp_r,1000,512,0.0172,58021.19,7.98,3.64,7.5,8.9663,21.0872,8.6,1.55,8.375,8.958,12.2625,16.58,4.51,15.875,18.041,31.5882,1
local,gmcp_r,1000,512,0.0169,59314.91,7.66,1.48,7.459,8.0,10.3338,8.55,1.98,8.375,8.791,9.9657,16.21,2.65,15.875,16.9161,22.8754,2
local,gmcp_r,1000,512,0.0167,59728.83,7.54,0.53,7.459,7.791,9.5424,8.57,2.77,8.375,8.667,8.958,16.11,2.85,15.875,16.5,18.6267,3
local,gmcp_r,1000,512,0.0172,58235.61,7.83,1.63,7.459,10.0063,12.1691,8.67,3.29,8.375,8.792,12.7629,16.5,3.86,15.834,18.4611,34.5196,4
local,gmcp_r,1000,512,0.0169,59002.13,7.68,1.67,7.458,8.0,11.3178,8.64,3.31,8.375,8.625,10.8787,16.32,4.01,15.833,16.916,27.9672,5
local,gmcp_r,1000,512,0.017,58692.05,7.82,2.43,7.417,9.919,11.1691,8.55,2.99,8.334,8.708,9.5456,16.38,4.31,15.792,18.3331,26.0838,6
local,gmcp_r,1000,512,0.0177,56558.55,8.1,2.52,7.5,10.333,19.4688,8.76,3.07,8.375,9.125,18.1816,16.86,4.34,15.917,19.2101,41.4216,7
local,gmcp_r,1000,512,0.017,58694.77,7.79,2.26,7.5,8.5452,10.4588,8.58,1.98,8.375,8.959,10.8338,16.37,3.27,15.875,17.6313,20.3783,8
local,gmcp_r,1000,512,0.0174,57620.56,7.99,2.58,7.5,9.666,19.4826,8.66,2.39,8.375,9.0,13.5992,16.65,3.79,15.875,18.541,37.5557,9
local,gmcp_r,1000,512,0.017,58732.55,7.74,1.74,7.5,8.042,12.5848,8.64,2.47,8.375,8.875,14.6714,16.38,3.2,15.875,17.125,28.1304,10
local,gmcp_r,1000,512,0.0174,57370.15,8.11,9.23,7.5,9.375,10.6664,8.66,2.75,8.417,9.041,9.8436,16.77,10.1,15.917,18.0,23.5104,11
local,gmcp_r,1000,512,0.017,58718.04,7.73,2.11,7.459,8.416,10.7542,8.66,2.64,8.375,8.917,17.8037,16.39,3.64,15.875,17.916,28.0445,12
local,gmcp_r,1000,512,0.0174,57512.72,7.93,2.57,7.542,8.375,12.3344,8.72,2.46,8.458,9.125,12.7989,16.65,3.92,16.0,17.5462,31.1683,13
local,gmcp_r,1000,512,0.0171,58522.17,7.75,1.58,7.5,8.208,13.7257,8.67,2.26,8.417,8.75,15.5275,16.42,2.94,15.916,17.4581,31.635,14
local,gmcp_r,1000,512,0.0173,57651.56,8.01,3.5,7.5,9.875,14.1404,8.64,1.9,8.417,9.0,13.3762,16.65,4.45,15.917,18.5861,31.797,15
local,gmcp_r,1000,512,0.0173,57834.53,7.93,2.29,7.5,10.041,11.2546,8.64,2.77,8.375,8.875,10.0437,16.57,3.86,15.958,18.5851,23.4237,16
local,gmcp_r,1000,512,0.017,58660.2,7.8,3.01,7.458,8.7236,10.9399,8.57,1.49,8.375,8.791,12.5171,16.37,3.79,15.834,17.544,27.6296,17
local,gmcp_r,1000,512,0.0173,57646.72,7.96,2.19,7.541,10.0,11.7513,8.71,2.85,8.417,9.0021,10.8351,16.67,3.87,15.958,18.5042,25.9751,18
local,gmcp_r,1000,512,0.0173,57705.63,7.86,2.22,7.5,8.292,15.1571,8.74,2.53,8.417,9.0,16.9241,16.6,3.61,15.917,17.875,34.4884,19
local,gmcp_r,1000,512,0.0168,59383.16,7.69,1.44,7.5,7.916,10.4199,8.5,1.82,8.375,8.75,9.166,16.19,2.56,15.916,16.709,19.6279,20
local,gmcp_r,1000,512,0.0174,57432.35,7.98,2.97,7.5,10.25,11.542,8.72,3.18,8.417,9.0,15.1733,16.7,4.91,15.917,18.625,33.6417,21
local,gmcp_r,1000,512,0.0174,57335.48,7.89,2.06,7.708,8.125,11.4303,8.89,2.81,8.625,8.9611,14.5204,16.78,3.69,16.334,17.2101,34.265,22
local,gmcp_r,1000,512,0.0169,59282.68,7.7,2.69,7.459,7.9611,10.1664,8.52,1.37,8.416,8.792,9.1678,16.22,3.79,15.875,16.7521,18.5004,23
local,gmcp_r,1000,512,0.0172,58111.8,7.81,1.97,7.5,8.333,11.1308,8.69,1.85,8.417,9.0861,14.4705,16.5,3.15,15.917,17.7941,30.8688,24
local,gmcp_r,1000,512,0.0168,59619.48,7.65,1.52,7.458,8.0,10.666,8.49,0.96,8.375,8.833,10.0029,16.14,2.13,15.834,16.8361,20.1283,25
local,gmcp_r,1000,512,0.0178,56153.88,8.32,3.84,7.541,10.2941,20.4598,8.72,2.84,8.375,9.1661,16.8938,17.03,5.3,15.958,18.9161,35.9267,26
local,gmcp_r,1000,512,0.0175,57140.14,8.09,2.32,7.542,10.291,17.5196,8.72,2.29,8.417,9.042,12.6703,16.81,3.46,16.0,18.8771,39.5453,27
local,gmcp_r,1000,512,0.0168,59471.0,7.67,1.59,7.5,8.0021,9.3426,8.52,0.68,8.417,8.958,9.375,16.18,2.15,15.916,17.0,18.7094,28
local,gmcp_r,1000,512,0.017,58822.52,7.74,2.34,7.5,8.1661,10.8372,8.59,1.65,8.375,8.875,11.3168,16.34,3.31,15.875,17.2521,26.0217,29
local,gmcp_r,1000,512,0.0171,58386.2,7.78,1.77,7.5,8.25,15.1674,8.64,3.01,8.375,8.958,12.5013,16.42,3.64,15.875,17.625,32.3407,30
local,gmcp_r,500,1024,0.0101,49321.22,9.28,1.44,9.125,9.544,10.9212,10.38,4.07,10.0,10.333,16.9744,19.66,4.5,19.125,20.1271,30.8314,1
local,gmcp_r,500,1024,0.0101,49409.36,9.34,1.57,9.125,9.9181,13.0859,10.3,3.49,10.0,10.3771,11.714,19.64,4.05,19.125,20.5062,30.2301,2
local,gmcp_r,500,1024,0.0103,48717.51,9.45,3.24,9.125,9.919,12.9203,10.39,4.35,10.0,10.6681,12.9195,19.84,5.67,19.125,20.7164,34.8363,3
local,gmcp_r,500,1024,0.0102,48863.91,9.49,2.22,9.125,10.0411,16.0096,10.3,1.86,10.0,10.7911,15.5907,19.79,3.64,19.166,21.2101,33.7989,4
local,gmcp_r,500,1024,0.0103,48702.48,9.66,3.26,9.125,10.1271,25.0433,10.22,1.66,10.0,10.6271,15.0662,19.88,4.16,19.166,20.836,41.6446,5
local,gmcp_r,500,1024,0.0103,48655.29,9.61,2.47,9.125,11.6334,20.0458,10.32,2.94,10.041,10.708,15.1479,19.93,4.15,19.166,22.0462,32.14,6
local,gmcp_r,500,1024,0.0105,47750.74,9.77,3.38,9.167,11.7962,22.0079,10.43,2.46,10.042,10.833,18.4938,20.2,4.71,19.209,22.252,43.4252,7
local,gmcp_r,500,1024,0.0102,48915.9,9.51,2.32,9.125,10.292,18.0487,10.29,2.29,10.0,10.625,17.7093,19.8,3.93,19.125,21.294,40.4759,8
local,gmcp_r,500,1024,0.0102,48852.78,9.55,3.05,9.084,10.0,20.8786,10.3,1.96,10.042,10.583,16.7393,19.84,4.33,19.125,20.8771,39.5753,9
local,gmcp_r,500,1024,0.01,49835.54,9.29,1.9,9.083,9.583,10.5545,10.17,1.97,10.0,10.375,11.0861,19.46,3.53,19.083,19.958,23.3214,10
local,gmcp_r,500,1024,0.0104,47871.51,9.88,3.0,9.2295,11.9581,18.145,10.32,1.74,10.042,10.875,13.6068,20.2,4.26,19.416,22.2521,32.3149,11
local,gmcp_r,500,1024,0.0104,48220.66,9.7,3.11,9.084,11.958,21.8357,10.31,2.41,10.0,10.583,16.9037,20.0,4.29,19.125,22.0,48.0027,12
local,gmcp_r,500,1024,0.0101,49591.28,9.28,1.55,9.083,9.502,12.0004,10.18,2.13,10.0,10.25,12.8476,19.46,3.35,19.042,19.9191,24.6454,13
local,gmcp_r,500,1024,0.0104,47974.67,9.66,3.96,9.333,10.0861,11.672,10.45,1.58,10.208,11.0,15.0087,20.11,4.93,19.542,21.042,32.2488,14
local,gmcp_r,500,1024,0.0103,48656.27,9.42,1.8,9.083,9.875,22.2999,10.48,2.96,10.041,10.794,31.6707,19.89,3.57,19.1045,21.1101,41.2982,15
local,gmcp_r,500,1024,0.0103,48560.39,9.47,2.14,9.125,10.417,17.8875,10.43,2.75,10.042,10.6691,23.908,19.9,4.24,19.166,21.6292,40.9364,16
local,gmcp_r,500,1024,0.0101,49505.36,9.33,1.61,9.083,9.836,12.1254,10.25,2.33,10.0,10.5,13.0025,19.57,2.96,19.125,20.4253,28.7263,17
local,gmcp_r,500,1024,0.0101,49389.42,9.35,2.57,9.083,9.3331,13.992,10.24,1.65,10.042,10.333,19.0965,19.59,3.66,19.125,19.75,30.2209,18
local,gmcp_r,500,1024,0.0102,48885.21,9.5,1.79,9.083,11.791,12.9684,10.31,3.19,10.0,10.459,14.291,19.81,3.88,19.125,21.6732,35.5384,19
local,gmcp_r,500,1024,0.0105,47823.82,9.64,2.72,9.208,10.6733,15.9453,10.59,4.18,10.042,10.875,26.2368,20.23,5.92,19.209,21.9684,43.0,20
local,gmcp_r,500,1024,0.0101,49500.66,9.31,1.12,9.125,9.9211,12.1263,10.23,3.75,9.959,10.417,10.8754,19.54,4.02,19.083,20.4181,24.8428,21
local,gmcp_r,500,1024,0.0101,49748.98,9.37,2.69,9.125,9.5831,12.1258,10.09,1.08,10.0,10.3331,11.0428,19.46,3.67,19.084,19.917,23.2508,22
local,gmcp_r,500,1024,0.0107,46826.89,10.0,3.02,9.333,12.041,25.795,10.64,5.2,10.083,10.833,16.7123,20.63,6.5,19.625,22.2931,48.4833,23
local,gmcp_r,500,1024,0.0101,49396.13,9.44,1.99,9.125,10.4191,12.4592,10.15,2.07,9.958,10.5,12.7093,19.59,3.0,19.084,21.0524,23.7613,24
local,gmcp_r,500,1024,0.0102,48884.82,9.52,2.64,9.083,10.75,14.4521,10.26,2.79,9.958,10.708,13.405,19.77,4.28,19.042,21.4211,35.553,25
local,gmcp_r,500,1024,0.0102,49059.29,9.39,1.96,9.125,9.7521,15.5034,10.35,2.73,9.9795,10.7111,20.9135,19.75,4.14,19.083,20.5431,42.9227,26
local,gmcp_r,500,1024,0.01,49803.07,9.37,3.39,9.084,9.875,11.9232,10.11,1.52,9.959,10.4191,10.8762,19.48,4.83,19.083,20.4622,22.7972,27
local,gmcp_r,500,1024,0.0101,49359.96,9.26,1.46,9.083,9.794,11.802,10.25,3.16,9.959,10.5,11.4597,19.52,3.6,19.042,20.375,24.0578,28
local,gmcp_r,500,1024,0.0104,48075.57,9.68,2.54,9.125,11.2194,23.6429,10.46,2.68,10.0,10.9161,20.0688,20.14,4.11,19.125,22.3476,46.0493,29
local,gmcp_r,500,1024,0.0101,49414.84,9.42,3.16,9.084,9.8361,12.713,10.16,1.66,10.0,10.416,11.4657,19.58,4.77,19.125,20.334,23.4593,30
local,gmcp_r,1000,1024,0.0202,49557.7,9.37,3.32,9.083,9.669,11.792,10.17,2.22,10.0,10.416,11.5021,19.53,4.57,19.084,20.125,22.9191,1
local,gmcp_r,1000,1024,0.0204,49013.3,9.5,3.81,9.084,10.0,13.8917,10.25,1.29,10.041,10.834,13.4584,19.75,4.69,19.125,20.9601,27.0033,2
local,gmcp_r,1000,1024,0.0208,48049.11,9.75,3.23,9.125,11.958,22.2105,10.39,2.79,10.041,10.7941,17.9262,20.14,5.25,19.167,22.4191,40.5905,3
local,gmcp_r,1000,1024,0.0205,48712.57,9.57,2.85,9.083,10.9191,21.2525,10.31,2.1,10.041,10.6691,16.7261,19.88,4.29,19.125,21.7521,39.667,4
local,gmcp_r,1000,1024,0.0202,49602.25,9.39,2.01,9.084,10.333,12.0414,10.11,0.5,10.042,10.5,10.958,19.5,2.41,19.166,20.5411,22.3344,5
local,gmcp_r,1000,1024,0.0205,48759.97,9.58,3.47,9.084,10.417,16.8476,10.21,1.42,10.0,10.5861,18.0491,19.79,4.43,19.125,21.044,34.0877,6
local,gmcp_r,1000,1024,0.0208,48170.72,9.65,3.35,9.084,11.5861,16.3617,10.43,3.55,10.041,10.7521,22.7218,20.08,5.34,19.125,22.0021,36.1027,7
local,gmcp_r,1000,1024,0.0207,48338.17,9.53,2.24,9.125,10.4212,15.2319,10.48,3.84,10.042,10.7111,16.1379,20.0,4.81,19.208,21.4181,39.8979,8
local,gmcp_r,1000,1024,0.0206,48608.09,9.53,2.13,9.167,10.042,12.7113,10.41,2.47,10.083,10.916,11.9227,19.94,4.08,19.25,20.875,26.7314,9
local,gmcp_r,1000,1024,0.0211,47450.24,9.68,2.58,9.291,10.459,19.2758,10.71,4.13,10.125,11.0441,25.3592,20.4,5.39,19.458,22.625,40.6258,10
local,gmcp_r,1000,1024,0.0204,49028.52,9.45,2.22,9.125,10.083,14.9368,10.3,2.36,10.0,10.667,17.2937,19.75,3.53,19.125,21.2101,32.9404,11
local,gmcp_r,1000,1024,0.0208,48077.79,9.72,2.51,9.167,11.958,17.6286,10.43,3.77,10.042,10.666,15.1887,20.15,4.82,19.25,21.9601,37.9686,12
local,gmcp_r,1000,1024,0.0203,49262.9,9.37,1.83,9.125,9.7521,12.5938,10.29,2.2,10.042,10.625,13.7201,19.66,3.13,19.167,20.4611,30.5853,13
local,gmcp_r,1000,1024,0.0206,48621.48,9.54,2.17,9.083,11.6271,19.5844,10.34,2.4,10.042,10.75,17.0919,19.88,3.59,19.125,21.9191,36.5977,14
local,gmcp_r,1000,1024,0.0208,48095.61,9.71,3.42,9.333,10.333,15.5842,10.43,1.93,10.167,10.916,13.0844,20.14,4.7,19.583,21.125,27.6712,15
local,gmcp_r,1000,1024,0.0204,48965.1,9.55,9.88,9.083,9.333,14.1962,10.24,3.04,10.041,10.25,13.2571,19.79,10.51,19.125,19.625,30.5909,16
local,gmcp_r,1000,1024,0.0206,48646.21,9.52,2.08,9.166,10.792,15.1304,10.39,3.52,10.042,10.75,13.1279,19.92,4.77,19.208,21.334,29.4648,17
local,gmcp_r,1000,1024,0.0207,48304.41,9.52,2.65,9.125,10.25,20.0942,10.46,3.71,10.041,10.75,24.0466,19.99,5.04,19.1455,21.2931,40.4266,18
local,gmcp_r,1000,1024,0.0206,48588.11,9.52,3.3,9.125,9.961,15.1346,10.41,2.48,10.083,10.708,20.3363,19.93,4.68,19.208,20.8771,34.748,19
local,gmcp_r,1000,1024,0.0206,48659.63,9.57,2.22,9.125,11.8771,15.4847,10.3,2.31,10.042,10.5861,14.7049,19.87,3.77,19.167,22.0,35.625,20
local,gmcp_r,1000,1024,0.0203,49264.42,9.39,2.0,9.084,9.8381,15.344,10.28,2.28,10.042,10.5831,14.0491,19.66,3.44,19.166,20.5,32.0113,21
local,gmcp_r,1000,1024,0.0208,48003.65,9.7,2.12,9.166,11.916,17.3846,10.48,4.13,10.042,10.833,19.8846,20.18,4.82,19.25,22.2101,42.7612,22
local,gmcp_r,1000,1024,0.0205,48884.91,9.49,1.46,9.125,11.833,14.191,10.32,2.93,10.041,10.541,18.5522,19.8,3.49,19.167,21.7521,32.2966,23
local,gmcp_r,1000,1024,0.0208,48107.09,9.61,2.33,9.166,11.7081,15.0878,10.52,4.74,10.042,10.7911,17.0984,20.13,5.72,19.208,22.2101,36.1723,24
local,gmcp_r,1000,1024,0.0205,48732.75,9.42,1.89,9.166,9.919,12.541,10.42,2.78,10.083,10.7521,17.8338,19.83,3.65,19.209,20.7111,32.2217,25
local,gmcp_r,1000,1024,0.0202,49392.17,9.4,2.78,9.125,9.833,12.255,10.22,1.72,10.041,10.5,11.2147,19.61,4.0,19.167,20.459,25.6845,26
local,gmcp_r,1000,1024,0.0206,48486.91,9.48,1.19,9.334,9.959,13.5838,10.49,2.32,10.333,10.833,14.7953,19.97,2.8,19.708,20.75,32.3493,27
local,gmcp_r,1000,1024,0.0201,49641.24,9.27,0.5,9.25,9.584,9.916,10.28,0.88,10.208,10.542,10.8344,19.55,1.06,19.417,20.0831,20.7924,28
local,gmcp_r,1000,1024,0.0208,48065.17,9.61,2.17,9.166,11.4233,15.6706,10.52,3.65,10.083,10.792,22.4278,20.12,4.58,19.25,21.8792,42.9651,29
local,gmcp_r,1000,1024,0.0207,48309.76,9.64,2.55,9.125,12.0851,17.0977,10.36,1.68,10.125,10.958,13.8099,20.01,3.5,19.209,22.5882,33.1354,30
local,hash_chain,500,64,0.0018,282293.21,1.35,0.62,1.291,1.417,2.6745,1.62,1.76,1.459,1.708,3.1732,2.98,1.96,2.75,3.1691,6.5004,1
local,hash_chain,500,64,0.0016,314878.12,1.27,0.16,1.25,1.334,1.416,1.45,0.05,1.417,1.542,1.6674,2.72,0.16,2.708,2.833,2.9594,2
local,hash_chain,500,64,0.0016,319327.22,1.26,0.03,1.25,1.333,1.375,1.45,0.05,1.458,1.541,1.625,2.71,0.06,2.708,2.833,2.916,3
local,hash_chain,500,64,0.0016,317015.69,1.26,0.04,1.25,1.334,1.375,1.47,0.53,1.458,1.542,1.5844,2.73,0.54,2.708,2.833,2.917,4
local,hash_chain,500,64,0.0017,289386.85,1.37,1.03,1.291,1.417,1.7113,1.58,1.9,1.458,1.625,2.4174,2.95,2.23,2.75,3.0411,4.4719,5
local,hash_chain,500,64,0.0017,289932.05,1.4,1.23,1.292,1.458,3.5888,1.54,0.5,1.459,1.708,4.4584,2.94,1.39,2.75,3.1661,6.2928,6
local,hash_chain,500,64,0.0016,306983.88,1.29,0.06,1.291,1.375,1.4594,1.48,0.15,1.458,1.584,1.7504,2.77,0.17,2.709,2.959,3.1254,7
local,hash_chain,500,64,0.0017,299655.28,1.33,0.62,1.291,1.4611,1.6254,1.54,0.94,1.459,1.708,1.9598,2.87,1.2,2.75,3.166,3.6292,8
local,hash_chain,500,64,0.0016,316631.04,1.27,0.11,1.25,1.334,1.3754,1.45,0.06,1.458,1.542,1.6674,2.72,0.13,2.708,2.836,3.0,9
